no,구,구분,읍면동명,투표구명,투표소,주소,선거인수,투표수,PYS,OSH,SJH,HKY,OTY,LSB,BYK,KJA,SMS,JDH,LDY,SJY,계,무효,기권수
658,Dobong,투표소,SSM1,쌍문1동제5투,"효문중학교(본관 1층, 로비)",서울특별시 도봉구 우이천로 432(쌍문동),2878,1287,510,697,13,20,3,2,0,11,4,0,1,7,1268,19,1591
659,Dobong,투표소,SSM2,쌍문2동제1투,"백운중학교(1층, 백운글방)",서울특별시 도봉구 도봉로129길 50(쌍문동),3269,1205,474,665,17,18,1,2,0,9,1,0,0,4,1191,14,2064
660,Dobong,투표소,SSM2,쌍문2동제2투,금강아미움파크타운아파트상가 112호(1층),"서울특별시 도봉구 방학로5길 33(쌍문동, 금강아미움파크타운)",2939,1187,458,667,7,22,1,2,2,12,2,0,0,4,1177,10,1752
661,Dobong,투표소,SSM2,쌍문2동제3투,"도봉노인종합복지관(1층, 담소실)",서울특별시 도봉구 도당로2길 12-13(쌍문동),2198,1003,344,618,11,13,0,2,0,5,4,1,1,0,999,4,1195
662,Dobong,투표소,SSM2,쌍문2동제4투,삼익아파트경로당(1층),서울특별시 도봉구 해등로 195(쌍문동),2596,1421,520,854,9,13,1,1,1,9,2,1,0,2,1413,8,1175
663,Dobong,투표소,SSM2,쌍문2동제5투,백운경로당(1층),서울특별시 도봉구 노해로57길 62(쌍문동),2532,1092,462,570,6,20,2,2,0,11,3,0,0,7,1083,9,1440
664,Dobong,투표소,SSM3,쌍문3동제1투,"쌍문3동주민센터(3층, 강당)",서울특별시 도봉구 노해로44길 9(쌍문동),3444,1381,571,749,5,20,3,4,0,9,3,3,0,4,1371,10,2063
665,Dobong,투표소,SSM3,쌍문3동제2투,"신도봉중학교(서관 1층, 가사실)",서울특별시 도봉구 도봉로115길 16(쌍문동),3116,1253,516,669,8,23,2,2,0,11,3,0,0,8,1242,11,1863
666,Dobong,투표소,SSM3,쌍문3동제3투,"신도봉중학교(정보관 1층, 도서실)",서울특별시 도봉구 도봉로115길 16(쌍문동),2750,1153,474,623,10,17,0,0,0,10,4,1,0,3,1142,11,1597
667,Dobong,투표소,SSM3,쌍문3동제4투,"신도봉중학교(정보관 1층, 멀티미디어실)",서울특별시 도봉구 도봉로115길 16(쌍문동),2750,1204,441,704,7,18,1,1,0,13,7,0,1,3,1196,8,1546
668,Dobong,투표소,SSM4,쌍문4동제1투,"쌍문4동주민센터(지하1층, 대강당)",서울특별시 도봉구 시루봉로 62-7(쌍문동),2726,1233,497,681,7,21,2,0,0,9,3,0,0,4,1224,9,1493
669,Dobong,투표소,SSM4,쌍문4동제2투,도봉환경교육센터(1층),서울특별시 도봉구 시루봉로6길 33(방학동),3027,1545,535,948,11,21,1,2,0,11,3,0,2,2,1536,9,1482
670,Dobong,투표소,SSM4,쌍문4동제3투,"한양 2차,3차,4차 아파트 경로당(1층)","서울특별시 도봉구 해등로 231(쌍문동, 한양2차아파트)",2763,1420,511,863,1,14,0,2,0,8,1,0,2,4,1406,14,1343
671,Dobong,투표소,SSM4,쌍문4동제4투,한양6차아파트 경로당(1층),서울특별시 도봉구 시루봉로 58(쌍문동),3354,1542,609,872,12,19,2,5,0,6,3,0,1,8,1537,5,1812
672,Dobong,투표소,BH1,방학1동제1투,"방학1동주민센터(지하1층, 대강당)",서울특별시 도봉구 방학로2길 27(방학동),2685,961,382,536,4,12,1,1,1,9,2,1,0,2,951,10,1724
673,Dobong,투표소,BH1,방학1동제2투,방학1동주민센터(2층),서울특별시 도봉구 방학로2길 27(방학동),2683,1142,467,623,5,20,1,4,0,5,2,2,1,1,1131,11,1541
674,Dobong,투표소,BH1,방학1동제3투,도봉새마을금고 본점(1층),서울특별시 도봉구 도당로 134(방학동),3149,1309,551,711,6,15,1,5,0,6,4,0,0,1,1300,9,1840
675,Dobong,투표소,BH1,방학1동제4투,"동부센트레빌아파트 104동(1층, 입주자 대표회의실)",서울특별시 도봉구 방학로 112-9(방학동),3374,1431,543,844,4,9,2,1,1,14,3,0,0,2,1423,8,1943
676,Dobong,투표소,BH1,방학1동제5투,"문화고등학교(신관 1층, 103호)",서울특별시 도봉구 마들로 598(방학동),3054,1209,461,690,7,19,1,2,1,12,1,1,0,5,1200,9,1845
677,Dobong,투표소,BH1,방학1동제6투,"창도초등학교(별관 1층, 방과후5실)",서울특별시 도봉구 방학로 32-28(방학동),2323,1055,287,746,2,5,0,3,1,2,0,0,2,2,1050,5,1268
678,Dobong,투표소,BH1,방학1동제7투,"창동중학교 본관(1층, 스마트 교실)",서울특별시 도봉구 방학로 32(방학동),2323,1285,410,837,7,11,0,2,0,9,1,1,0,0,1278,7,1038
679,Dobong,투표소,BH2,방학2동제1투,"방학2동주민센터(3층, 강당)",서울특별시 도봉구 시루봉로 226(방학동),2470,826,326,470,3,14,1,3,0,4,1,0,0,1,823,3,1644
680,Dobong,투표소,BH2,방학2동제2투,"방아골종합사회복지관(2층, 강당)",서울특별시 도봉구 시루봉로17길 42(방학동),1981,879,356,477,7,6,4,3,0,4,4,1,0,6,868,11,1102
681,Dobong,투표소,BH2,방학2동제3투,"방학중학교(도담관 1층, 체육관)",서울특별시 도봉구 시루봉로 188(방학동),2504,974,377,545,5,19,0,2,0,4,6,0,1,4,963,11,1530
682,Dobong,투표소,BH2,방학2동제4투,"방학초등학교(본관 1층, 회의실)",서울특별시 도봉구 도당로9길 34(방학동),2556,1069,409,619,3,16,0,0,0,12,1,0,2,2,1064,5,1487
683,Dobong,투표소,BH2,방학2동제5투,"방학초등학교(후관 1층, 보건교육실)",서울특별시 도봉구 도당로9길 34(방학동),2379,798,300,466,5,7,0,0,0,5,2,0,0,3,788,10,1581
684,Dobong,투표소,BH2,방학2동제6투,"청학경로당(1층, 할머니방)",서울특별시 도봉구 도당로13라길 104-4(방학동),2323,934,375,520,3,13,2,1,0,7,3,0,0,3,927,7,1389
685,Dobong,투표소,BH3,방학3동제1투,"방학3동주민센터(2층, 은행나루)",서울특별시 도봉구 시루봉로 94(방학동),2560,1085,429,625,1,7,0,4,0,8,3,0,0,1,1078,7,1475
686,Dobong,투표소,BH3,방학3동제2투,"신방학중학교(1층, 가사실)",서울특별시 도봉구 시루봉로 156(방학동),2805,1399,518,826,5,15,1,5,0,17,2,0,0,3,1392,7,1406
687,Dobong,투표소,BH3,방학3동제3투,"방학3동 주민센터(3층, 대강당)",서울특별시 도봉구 시루봉로 94(방학동),3038,1440,526,868,3,12,1,1,0,10,0,1,0,6,1428,12,1598
688,Dobong,투표소,BH3,방학3동제4투,"신학초등학교(1층, 과학실)",서울특별시 도봉구 방학로 247-21(방학동),2308,1060,415,603,6,12,0,7,0,6,2,0,0,6,1057,3,1248
689,Dobong,투표소,BH3,방학3동제5투,"김수영문학관(4층, 강당)",서울특별시 도봉구 해등로32길 80(방학동),2228,1193,464,686,4,7,2,2,0,10,2,0,0,4,1181,12,1035
690,Dobong,투표소,BH3,방학3동제6투,"초당초등학교(2층, 3-2교실)",서울특별시 도봉구 해등로32길 11(방학동),2254,1202,518,637,5,13,1,3,1,4,6,0,0,6,1194,8,1052
691,Dobong,투표소,BH3,방학3동제7투,"초당초등학교(1층, 다목적실)",서울특별시 도봉구 해등로32길 11(방학동),2383,1140,482,613,3,15,0,2,0,8,4,1,0,2,1130,10,1243
692,Dobong,투표소,CH1,창1동제1투,주공3단지아파트 경로당(1층),서울특별시 도봉구 해등로 50(창동),3046,1669,588,1015,11,16,1,3,0,15,5,1,2,5,1662,7,1377
693,Dobong,투표소,CH1,창1동제2투,"창북중학교(1층, 학부모실)",서울특별시 도봉구 노해로62길 33(창동),2434,902,326,539,5,7,2,2,0,6,3,0,0,3,893,9,1532
694,Dobong,투표소,CH1,창1동제3투,"창동고등학교(1층, 소회의실)",서울특별시 도봉구 노해로62길 7(창동),2753,992,408,535,9,15,1,3,0,7,1,1,1,6,987,5,1761
695,Dobong,투표소,CH1,창1동제4투,"창일중학교(1층, 교직원 식당)",서울특별시 도봉구 노해로66길 60(창동),3151,1584,597,923,4,16,2,2,0,11,6,1,0,6,1568,16,1567
696,Dobong,투표소,CH1,창1동제5투,"창일초등학교(1층, 실과실)",서울특별시 도봉구 노해로66길 84(창동),3259,1777,694,1003,6,18,1,3,1,18,5,0,1,15,1765,12,1482
697,Dobong,투표소,CH1,창1동제6투,"창동종합사회복지관(3층, 강당)",서울특별시 도봉구 덕릉로 329(창동),2545,1267,543,687,8,11,3,0,0,4,1,0,0,4,1261,6,1278
698,Dobong,투표소,CH2,창2동제1투,"창동레지던시(1층, 전시장)",서울특별시 도봉구 덕릉로 257(창동),3089,1112,462,585,6,21,3,3,0,11,2,0,1,3,1097,15,1977
699,Dobong,투표소,CH2,창2동제2투,"창2동주민센터(3층, 대강당)",서울특별시 도봉구 덕릉로59길 73-3(창동),3466,1324,503,762,6,20,1,3,0,10,5,1,1,5,1317,7,2142
